movieId,title,genres,directors,actors,overview,voteAverage
371,The Paper,"['Comedy', 'Drama']",['Ron Howard'],"['Michael Keaton', 'Glenn Close', 'Robert Duvall']","New York City tabloid editor Henry's faced with tough decisions while he faces several serious life challenges, and a tempting job offer.",6.7
372,Reality Bites,"['Comedy', 'Drama', 'Romance']",['Ben Stiller'],"['Winona Ryder', 'Ethan Hawke', 'Janeane Garofalo']","A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston.",6.6
373,Red Rock West,"['Crime', 'Drama', 'Thriller']",['John Dahl'],"['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle']","Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.",7.0
374,Richie Rich,"['Comedy', 'Family']",['Donald Petrie'],"['Macaulay Culkin', 'Edward Herrmann', 'John Larroquette']","Richie Rich is the richest kid in the world. The one thing Richie doesn't have is friends. When his parents suddenly go missing, Richie hooks up with a group of kids who just might fill the void in his life, while helping save his...",5.4
376,The River Wild,"['Adventure', 'Crime', 'Thriller']",['Curtis Hanson'],"['Meryl Streep', 'Kevin Bacon', 'David Strathairn']",Rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.,6.5
377,Speed,"['Action', 'Adventure', 'Thriller']",['Jan de Bont'],"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']",A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,7.3
378,Speechless,"['Comedy', 'Romance']",['Ron Underwood'],"['Michael Keaton', 'Geena Davis', 'Christopher Reeve']",Two political speechwriters fall in love before they find out they are working for candidates on opposite sides.,5.8
379,Timecop,"['Action', 'Crime', 'Sci-Fi']",['Peter Hyams'],"['Jean-Claude Van Damme', 'Mia Sara', 'Ron Silver']","Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.",5.9
380,True Lies,"['Action', 'Comedy', 'Thriller']",['James Cameron'],"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']","A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United S...",7.3
381,When a Man Loves a Woman,"['Drama', 'Romance']",['Luis Mandoki'],"['Meg Ryan', 'Andy Garcia', 'Ellen Burstyn']",The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.,6.6
382,Wolf,"['Drama', 'Horror', 'Romance']",['Mike Nichols'],"['Jack Nicholson', 'Michelle Pfeiffer', 'James Spader']",Publisher Will Randall becomes a demon wolf and has to fight to keep his job.,6.3
383,Wyatt Earp,"['Adventure', 'Biography', 'Drama']",['Lawrence Kasdan'],"['Kevin Costner', 'Dennis Quaid', 'Gene Hackman']","From Wichita to Dodge City, to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure, and desperate heroic action.",6.7
384,Bad Company,"['Crime', 'Drama', 'Thriller']",['Damian Harris'],"['Ellen Barkin', 'Laurence Fishburne', 'Frank Langella']","CIA agent Crowe is forced to join Grimes Organization for blackmail operations. He works with Wells targeting a judge, while Stapp uncovers his CIA past.",5.4
385,A Man of No Importance,"['Comedy', 'Drama']",['Suri Krishnamma'],"['Albert Finney', 'Brenda Fricker', 'Michael Gambon']","A friendly, poetry quoting bus conductor in 1963 Dublin wants to stage Oscar Wilde's play, Salome, with passengers on his bus.",6.7
386,S.F.W.,"['Comedy', 'Drama']",['Jefery Levy'],"['Stephen Dorff', 'Reese Witherspoon', 'Jake Busey']",An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.,5.7
387,A Low Down Dirty Shame,"['Action', 'Comedy', 'Crime']",['Keenen Ivory Wayans'],"['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett Smith']","An ex-cop, now a private detective, takes on the search for the millions stolen by a drug lord.",5.9
388,"Boys Life: Three Stories of Love, Lust, and Liberation",['Drama'],"['Robert Lee King', ""Raoul O'Connell"", 'Brian Sloan']","['James Andrews', 'Mary Beth Aylesworth', 'Mike Barbour']","Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In ""Pool Days,"" Justin is a 17-year old Bethesda lad, hired as the evening life guard at a fitness center. In the course of t...",7.3
389,Colonel Chabert,"['Drama', 'History', 'Romance']",['Yves Angelo'],"['Gérard Depardieu', 'Fanny Ardant', 'Fabrice Luchini']","Upon returning home after a ten year absence, a Colonel in Napoleon's army discovers that his wife has remarried and has used his pension to amass great wealth.",6.9
390,"Faster, Pussycat! Kill! Kill!","['Action', 'Comedy']",['Russ Meyer'],"['Tura Satana', 'Haji', 'Lori Williams']","Three thrill-seeking go-go dancers kidnap a young girl and attempt to swindle an old rancher and his two sons out of their small fortune, but their scheme does not play out as they intended.",6.6
391,Jason's Lyric,"['Crime', 'Drama', 'Romance']",['Doug McHenry'],"['Allen Payne', 'Jada Pinkett Smith', 'Bokeem Woodbine']","Two brothers, survivors of family tragedy, take different life paths: one falls for a high-spirited waitress and dreams of success, the other follows a life of petty crime. Their lives reconnect in shattering fashion.",6.6
393,Street Fighter,"['Action', 'Adventure', 'Comedy']",['Steven E. de Souza'],"['Jean-Claude Van Damme', 'Raul Julia', 'Ming-Na Wen']","In the midst of a civil war in South East Asia, a general intensifies the climate of violence by kidnapping 63 UN delegates. To free the hostages, a colonel leads a group of fighters, who will have to use all their skills to be su...",4.1
405,Highlander: The Final Dimension,"['Action', 'Fantasy', 'Romance']",['Andrew Morahan'],"['Christopher Lambert', 'Mario Van Peebles', 'Deborah Kara Unger']","Deceived that he had won the Prize, Connor MacLeod awakens from a peaceful life when an entombed immortal magician comes seeking the Highlander.",4.5
406,Federal Hill,"['Crime', 'Drama']",['Michael Corrente'],"['Nicholas Turturro', 'Anthony DeSando', 'Libby Langdon']","On the mean streets of Providence, five friends struggle for a future in the mob-infested neighborhood known as Federal hill. Petty burglar Ralph and his drug-dealing friend Nicky are inseparable until Nicky meets a beautiful….",6.3
407,In the Mouth of Madness,"['Drama', 'Fantasy', 'Horror']",['John Carpenter'],"['Sam Neill', 'Jürgen Prochnow', 'Julie Carmen']",An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,7.1
408,8 Seconds,"['Biography', 'Drama', 'Sport']",['John G. Avildsen'],"['Luke Perry', 'Stephen Baldwin', 'James Rebhorn']","This movie chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",6.6
409,Above the Rim,"['Crime', 'Drama', 'Sport']",['Jeff Pollack'],"['Duane Martin', 'Tupac Shakur', 'Leon']","Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",6.6
410,Addams Family Values,"['Comedy', 'Fantasy']",['Barry Sonnenfeld'],"['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd']","The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.",6.8
412,The Age of Innocence,"['Drama', 'Romance']",['Martin Scorsese'],"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder']","A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",7.2
413,Airheads,"['Comedy', 'Crime', 'Music']",['Michael Lehmann'],"['Brendan Fraser', 'Steve Buscemi', 'Adam Sandler']",Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the head D.J. refuses to play them.,6.2
414,The Air Up There,"['Comedy', 'Family', 'Sport']",['Paul Michael Glaser'],"['Kevin Bacon', 'Charles Gitonga Maina', 'Yolanda Vazquez']",A basketball coach travels to Africa to recruit a new star.,5.6
415,Another Stakeout,"['Comedy', 'Crime']",['John Badham'],"['Richard Dreyfuss', 'Emilio Estevez', ""Rosie O'Donnell""]",Immature detectives Chris Lecce and Bill Reimers are joined by pesky assistant district attorney Gina Garrett in staking out a lakeside home where Mafia trial witness Luella Delano is believed to be heading.,5.6
416,Bad Girls,"['Action', 'Adventure', 'Drama']",['Jonathan Kaplan'],"['Madeleine Stowe', 'Mary Stuart Masterson', 'Andie MacDowell']",Four prostitutes join together to travel the Old West.,5.2
417,Barcelona,"['Comedy', 'Drama', 'Romance']",['Whit Stillman'],"['Taylor Nichols', 'Chris Eigeman', 'Tushka Bergen']","An American working in Barcelona, having sworn off beautiful women, is forced to be host to his playboy cousin in this witty comedy of good intentions and mixed signals.",7.0
418,Being Human,"['Comedy', 'Drama']",['Bill Forsyth'],"['Robin Williams', 'John Turturro', 'Kelly Hunter']",A mans blunders regarding his family are told and retold through different eras in history.,5.3
419,The Beverly Hillbillies,"['Comedy', 'Family']",['Penelope Spheeris'],"['Diedrich Bader', 'Erika Eleniak', 'Jim Varney']","Mild-mannered, but dirt poor hill dweller Jed Clampett strikes it rich when oil is discovered on his property. At his cousin Pearl's insistence, he moves the family to Beverly Hills to better enjoy his newfound wealth.",5.0
420,Beverly Hills Cop III,"['Action', 'Comedy', 'Crime']",['John Landis'],"['Eddie Murphy', 'Jon Tenney', 'Joey Travolta']","Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.",5.5
421,Black Beauty,"['Adventure', 'Drama', 'Family']",['Caroline Thompson'],"['Sean Bean', 'David Thewlis', 'Docs Keepin Time']","The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",6.6
422,Blink,"['Crime', 'Drama', 'Mystery']",['Michael Apted'],"['Madeleine Stowe', 'Aidan Quinn', 'James Remar']","Emma, a blind violinist who had recently undergone a revolutionary surgery, joins with a police detective to track a serial killer after she was an inadvertent witness to his latest crime.",6.2
423,Blown Away,"['Action', 'Crime', 'Drama']",['Stephen Hopkins'],"['Jeff Bridges', 'Tommy Lee Jones', 'Suzy Amis']",An Irish bomber escapes from prison and targets a member of the Boston bomb squad.,6.2
424,Blue Chips,"['Drama', 'Sport']",['William Friedkin'],"['Nick Nolte', 'Mary McDonnell', 'J.T. Walsh']",A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.,6.3
425,Blue Sky,"['Drama', 'Romance']",['Tony Richardson'],"['Jessica Lange', 'Tommy Lee Jones', 'Powers Boothe']","Carly moves with her military husband and their two daughters to an isolated army base, only to quickly become part of a cover-up involving nuclear bomb tests.",6.4
426,Body Snatchers,"['Horror', 'Sci-Fi']",['Abel Ferrara'],"['Gabrielle Anwar', 'Meg Tilly', 'Terry Kinney']",A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.,6.0
427,Boxing Helena,"['Drama', 'Mystery', 'Romance']",['Jennifer Lynch'],"['Julian Sands', 'Sherilyn Fenn', 'Bill Paxton']","A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion.",4.7
428,A Bronx Tale,"['Crime', 'Drama']",['Robert De Niro'],"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato']","An intense drama about a boy torn between his tough, hard-working father and a violent yet charismatic crime boss.",7.8
429,Cabin Boy,"['Adventure', 'Comedy', 'Romance']",['Adam Resnick'],"['Chris Elliott', 'Ritch Brinkley', 'James Gammon']",A snobby finishing school graduate mistakenly winds up on an ill-fated fishing boat and faces the wrath of a crew that considers him bad luck.,5.3
430,Calendar Girl,"['Comedy', 'Drama']",['John Whitesell'],"['Jason Priestley', 'Gabriel Olds', ""Jerry O'Connell""]","Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.",5.1
431,Carlito's Way,"['Crime', 'Drama', 'Thriller']",['Brian De Palma'],"['Al Pacino', 'Sean Penn', 'Penelope Ann Miller']","A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",7.9
432,City Slickers II: The Legend of Curly's Gold,"['Comedy', 'Western']",['Paul Weiland'],"['Billy Crystal', 'Jack Palance', 'Daniel Stern']","One year after their first adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets.",5.6
433,Clean Slate,"['Comedy', 'Mystery']",['Mick Jackson'],"['Dana Carvey', 'Valeria Golino', 'James Earl Jones']",A private eye who suffers total amnesia every twenty-four hours is deeply entangled in a complicated murder and theft case.,5.7
434,Cliffhanger,"['Action', 'Adventure', 'Thriller']",['Renny Harlin'],"['Sylvester Stallone', 'John Lithgow', 'Michael Rooker']",A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,6.5
435,Coneheads,"['Comedy', 'Sci-Fi']",['Steve Barron'],"['Dan Aykroyd', 'Jane Curtin', 'Robert Knott']",Aliens with conical crania crash-land on Earth.,5.4
436,Color of Night,"['Drama', 'Mystery', 'Romance']",['Richard Rush'],"['Bruce Willis', 'Jane March', 'Rubén Blades']","A color-blind psychoanalyst is stalked by an unknown killer after taking over his murdered friend's therapy group, all of whom have a connection to a mysterious young woman that he begins having intense sexual encounters with.",5.2
437,Cops and Robbersons,"['Comedy', 'Crime', 'Thriller']",['Michael Ritchie'],"['Chevy Chase', 'Jack Palance', 'Dianne Wiest']","A counterfeiter with a habit of ""eliminating"" the competition moves in next door to the Robbersons. Two cops move in with the Robbersons for a stakeout.",5.2
438,The Cowboy Way,"['Action', 'Comedy', 'Crime']",['Gregg Champion'],"['Woody Harrelson', 'Kiefer Sutherland', 'Dylan McDermott']","Two childhood friends who are rodeo cowboys travel from New Mexico to New York City searching for a friend who disappeared while looking for his daughter, who's just been smuggled into the US from Cuba.",5.9
440,Dave,"['Comedy', 'Romance']",['Ivan Reitman'],"['Kevin Kline', 'Sigourney Weaver', 'Frank Langella']",An uncanny Presidential lookalike named Dave is recruited by the Secret Service to become a momentary stand-in for the President of the United States.,6.9
441,Dazed and Confused,['Comedy'],['Richard Linklater'],"['Jason London', 'Wiley Wiggins', 'Matthew McConaughey']",The adventures of high school and junior high students on the last day of school in May 1976.,7.6
442,Demolition Man,"['Action', 'Sci-Fi', 'Thriller']",['Marco Brambilla'],"['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock']",A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,6.7
444,Even Cowgirls Get the Blues,"['Comedy', 'Drama', 'Romance']",['Gus Van Sant'],"['Uma Thurman', 'Lorraine Bracco', 'Pat Morita']","Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, ""the Countess"" (Sir John Hurt), sends her to his ra...",4.3
445,Fatal Instinct,"['Comedy', 'Crime', 'Thriller']",['Carl Reiner'],"['Armand Assante', 'Sherilyn Fenn', 'Kate Nelligan']","A cop who moonlights as a lawyer cheats on his wife, not knowing that she's cheating on him and plans to kill him for the insurance.",5.7
446,Farewell My Concubine,"['Drama', 'Music', 'Romance']",['Kaige Chen'],"['Leslie Cheung', 'Fengyi Zhang', 'Gong Li']",Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.,8.1
448,Fearless,"['Drama', 'Thriller']",['Peter Weir'],"['Jeff Bridges', 'Isabella Rossellini', 'Rosie Perez']",A man's personality is dramatically changed after surviving a major airline crash.,7.1
449,Fear of a Black Hat,"['Comedy', 'Music']",['Rusty Cundieff'],"['Larry B. Scott', 'Mark Christopher Lawrence', 'Rusty Cundieff']","A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.",7.2
450,With Honors,"['Comedy', 'Drama']",['Alek Keshishian'],"['Joe Pesci', 'Brendan Fraser', 'Moira Kelly']","Convinced his thesis will have him graduate with honors from Harvard University, a stuffy student finds himself at the mercy of a homeless man's demands when he holds the papers hostage.",6.7
451,Flesh and Bone,"['Drama', 'Mystery', 'Romance']",['Steve Kloves'],"['Dennis Quaid', 'Meg Ryan', 'James Caan']","Decades later, a son of a killer falls in love with a girl, whose family's horrifying murder he saw in childhood.",6.2
452,Widows' Peak,"['Comedy', 'Crime', 'Drama']",['John Irvin'],"['Joan Plowright', 'Mia Farrow', 'Natasha Richardson']","In 1934, an English widow moves to Widows' Peak, Ireland. She befriends other widows and the son of one. Hostility escalates between her and an Irish spinster.",6.7
453,For Love or Money,"['Comedy', 'Drama', 'Romance']",['Barry Sonnenfeld'],"['Michael J. Fox', 'Gabrielle Anwar', 'Anthony Higgins']","Doug, a concierge at a luxury Manhattan hotel, saves all his tips toward his plan for a hotel. A potential investor seduces the girl Doug loves with false promises of leaving his wife. Doug's dilemma: hotel project or girl?",6.2
454,The Firm,"['Drama', 'Mystery', 'Thriller']",['Sydney Pollack'],"['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman']",A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.,6.9
455,Free Willy,"['Adventure', 'Drama', 'Family']",['Simon Wincer'],"['Jason James Richter', 'Lori Petty', 'Michael Madsen']","When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.",6.0
456,Fresh,"['Crime', 'Drama', 'Thriller']",['Boaz Yakin'],"['Sean Nelson', 'Giancarlo Esposito', 'Samuel L. Jackson']","Death and violence anger a twelve-year-old drug courier, who sets his employers against each other.",7.5
457,The Fugitive,"['Action', 'Crime', 'Drama']",['Andrew Davis'],"['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward']","Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",7.8
458,Geronimo: An American Legend,"['Drama', 'History', 'Western']",['Walter Hill'],"['Jason Patric', 'Gene Hackman', 'Robert Duvall']",The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.,6.5
